Year,Sex,Value
2011,,93.05
2011,Female,93.11
2011,Male,92.98
2014,,94.36
2014,Female,93.38
2014,Male,95.39
2017,,94.85
2017,Female,94.69
2017,Male,95.02
2021,,98.6714
2021,Female,96.8874
2021,Male,99.8564
