Year,Value
2000,20.663
2001,20.065
2002,19.8084
2003,20.0888
2004,19.2913
2005,19.6923
2006,20.4936
2007,27.4057
2008,26.7663
2009,25.5725
2010,25.0185
2011,25.6655
2012,33.3118
2013,32.278
2014,32.3062
2015,32.2407
2016,32.6309
2017,33.2431
2018,33.389
2019,34.0598
2020,34.4402
