Year,Category,Value
2012,,1.42196104946032
2012,Seoul,26.2686044247291
2012,Busan,9.63463877025486
2012,Daegu,5.08952058924058
2012,Incheon,8.08294587711829
2012,Gwangju,5.41753201020024
2012,Daejeon,6.00833160004225
2012,Ulsan,4.78464432335337
2012,Sejong,5.36034047675343
2012,Gyeonggi,2.66517098182785
2012,Gangwon,0.402030532916214
2012,Chungbuk,1.04823745508873
2012,Chungnam,0.910557415722779
2012,Jeonbuk,0.905559759111838
2012,Jeonnam,0.732051655047119
2012,Gyeongbuk,0.618691415305082
2012,Gyeonnam,1.14351217722631
2012,Jeju,1.76721103862236
2013,,1.41942804427964
2013,Seoul,25.8173793117215
2013,Busan,9.73128283369523
2013,Daegu,5.13928475484448
2013,Incheon,6.12602381596659
2013,Gwangju,5.74972833732113
2013,Daejeon,6.55159139069149
2013,Ulsan,4.79447130988919
2013,Sejong,5.38873073533521
2013,Gyeonggi,2.69291683560929
2013,Gangwon,0.415275573344414
2013,Chungbuk,1.08999678799153
2013,Chungnam,0.905057096921961
2013,Jeonbuk,0.935890937642804
2013,Jeonnam,0.738316799005691
2013,Gyeongbuk,0.640879415046138
2013,Gyeonnam,1.15371655113773
2013,Jeju,1.76721103862236
2014,,1.41094688515611
2014,Seoul,25.6399287028561
2014,Busan,10.6779336217364
2014,Daegu,5.10223808628224
2014,Incheon,5.92832060958916
2014,Gwangju,5.77835873801282
2014,Daejeon,6.4869352260571
2014,Ulsan,4.86292320487052
2014,Sejong,5.61165419935309
2014,Gyeonggi,2.5819325268126
2014,Gangwon,0.422439580092076
2014,Chungbuk,1.09610540901507
2014,Chungnam,0.838282763327029
2014,Jeonbuk,0.931057921628937
2014,Jeonnam,0.766022224063089
2014,Gyeongbuk,0.647918567395299
2014,Gyeonnam,1.16236072430436
2014,Jeju,1.44051466027792
2015,,1.40131008802132
2015,Seoul,25.5416501522189
2015,Busan,11.0168790493781
2015,Daegu,5.07562982384989
2015,Incheon,6.03248975108448
2015,Gwangju,5.78367973741798
2015,Daejeon,5.94058413278766
2015,Ulsan,4.88728523173989
2015,Sejong,5.85586033063523
2015,Gyeonggi,2.90863648981988
2015,Gangwon,0.403708305044101
2015,Chungbuk,0.822568676129964
2015,Chungnam,0.827891191107147
2015,Jeonbuk,0.913008398948925
2015,Jeonnam,0.689508143851448
2015,Gyeongbuk,0.631218329105859
2015,Gyeonnam,1.11302169072132
2015,Jeju,1.44026235061345
2016,,1.40127516774984
2016,Seoul,25.082823199212
2016,Busan,10.1036398539257
2016,Daegu,5.00393111365961
2016,Incheon,5.64722612544542
2016,Gwangju,5.78284408557029
2016,Daejeon,6.01115153368994
2016,Ulsan,4.98175579069131
2016,Sejong,5.86943129712234
2016,Gyeonggi,3.00832083161369
2016,Gangwon,0.405984167930711
2016,Chungbuk,0.828154045816049
2016,Chungnam,0.8285829133475
2016,Jeonbuk,0.900824442832533
2016,Jeonnam,0.675576245436582
2016,Gyeongbuk,0.660990888910656
2016,Gyeonnam,1.12292920856673
2016,Jeju,1.44026235061345
2017,,1.39364899511732
2017,Seoul,24.9696959196946
2017,Busan,9.65304741173128
2017,Daegu,5.0232180486028
2017,Incheon,5.4558494371261
2017,Gwangju,5.76678107173176
2017,Daejeon,6.30118282296906
2017,Ulsan,4.94096173188743
2017,Sejong,5.68228262277067
2017,Gyeonggi,3.1009781608045
2017,Gangwon,0.398036392385849
2017,Chungbuk,0.830669018232556
2017,Chungnam,0.758546130924286
2017,Jeonbuk,0.900785989933875
2017,Jeonnam,0.681221821956207
2017,Gyeongbuk,0.661677307653746
2017,Gyeonnam,1.10903705412722
2017,Jeju,1.32804250536066
2018,,1.38231479024375
2018,Seoul,25.13573714536
2018,Busan,8.86531952400239
2018,Daegu,5.00885985203243
2018,Incheon,5.66615193440905
2018,Gwangju,5.57283880385044
2018,Daejeon,7.46470687624263
2018,Ulsan,4.9410714776169
2018,Sejong,5.79160658933984
2018,Gyeonggi,2.98233012271671
2018,Gangwon,0.393990920632565
2018,Chungbuk,0.804252429462608
2018,Chungnam,0.750510258848712
2018,Jeonbuk,0.871725019610719
2018,Jeonnam,0.714574233030698
2018,Gyeongbuk,0.667959005295486
2018,Gyeonnam,1.09875833113755
2018,Jeju,1.32742472911158
2019,,1.365
2019,Seoul,25.098
2019,Busan,8.175
2019,Daegu,5.035
2019,Incheon,6.414
2019,Gwangju,5.578
2019,Daejeon,7.516
2019,Ulsan,4.913
2019,Sejong,5.912
2019,Gyeonggi,2.949
2019,Gangwon,0.375
2019,Chungbuk,0.808
2019,Chungnam,0.735
2019,Jeonbuk,0.886
2019,Jeonnam,0.681
2019,Gyeongbuk,0.663
2019,Gyeonnam,1.072
2019,Jeju,1.317
2020,,1.126
2020,Seoul,10.367
2020,Busan,6.055
2020,Daegu,3.517
2020,Incheon,6.056
2020,Gwangju,7.097
2020,Daejeon,4.819
2020,Ulsan,4.441
2020,Sejong,6.173
2020,Gyeonggi,2.799
2020,Gangwon,0.308
2020,Chungbuk,0.777
2020,Chungnam,0.619
2020,Jeonbuk,0.796
2020,Jeonnam,0.595
2020,Gyeongbuk,0.482
2020,Gyeonnam,0.873
2020,Jeju,1.321
2021,,1.131
2021,Seoul,10.758
2021,Busan,7.776
2021,Daegu,3.497
2021,Incheon,6.03
2021,Gwangju,7.107
2021,Daejeon,4.88
2021,Ulsan,3.809
2021,Sejong,6.172
2021,Gyeonggi,2.883
2021,Gangwon,0.308
2021,Chungbuk,0.745
2021,Chungnam,0.607
2021,Jeonbuk,0.763
2021,Jeonnam,0.547
2021,Gyeongbuk,0.468
2021,Gyeonnam,0.844
2021,Jeju,1.314
