Year,Category,Value
2006,,16.6
2006,Urban,12.8
2006,Suburban,17.7
2006,Rural,21.6
2010,,10.6
2010,Urban,9.3
2010,Suburban,10.4
2010,Rural,12.7
2014,,5.4
2014,Urban,4.7
2014,Suburban,4.9
2014,Rural,6.7
2016,,5.4
2016,Urban,5.8
2016,Suburban,5.0
2016,Rural,5.1
2017,,5.9
2017,Urban,6.7
2017,Suburban,4.5
2017,Rural,5.6
2018,,5.7
2018,Urban,6.8
2018,Suburban,4.4
2018,Rural,4.7
2019,,5.3
2019,Urban,6.7
2019,Suburban,4.3
2019,Rural,3.9
2020,,4.6
2020,Urban,5.6
2020,Suburban,3.0
2020,Rural,3.9
