Year,Value
2000,0.805419
2001,0.8472343
2002,0.8431249
2003,0.8633389
2004,0.7759642
2005,0.5790207
2006,0.4792955
2007,0.4591606
2008,0.696265
2009,0.665181
2010,0.534829
2011,0.5490561
2012,0.5388502
2013,0.4959693
2014,0.465765
2015,0.4674623
2016,0.4610956
2017,0.4263528
2018,0.4399775
